Dates,san,bbva
29/06/2001,9.8488,14.6417
02/07/2001,9.8305,14.6225
03/07/2001,10.2706,15.1989
04/07/2001,9.9497,14.7954
05/07/2001,9.7204,14.3727
06/07/2001,9.6104,14.1709
09/07/2001,9.161,14.219
10/07/2001,9.3169,13.8731
11/07/2001,9.0143,13.3351
12/07/2001,9.0785,13.3639
13/07/2001,8.8951,13.3351
16/07/2001,8.9868,13.5464
17/07/2001,8.8859,13.508
18/07/2001,9.1702,13.7386
19/07/2001,8.8126,13.3062
20/07/2001,8.9226,13.4504
23/07/2001,8.941,13.2486
24/07/2001,9.0327,13.4504
25/07/2001,8.9868,13.5464
26/07/2001,8.7392,13.0757
27/07/2001,8.7942,13.0757
30/07/2001,8.8676,12.9796
31/07/2001,9.0235,13.0949
01/08/2001,9.2344,13.4408
02/08/2001,9.1427,13.4504
03/08/2001,9.2986,13.7194
06/08/2001,9.1519,13.5176
07/08/2001,9.2711,13.7002
08/08/2001,9.2252,13.6521
09/08/2001,9.0327,13.287
10/08/2001,8.9868,13.1621
13/08/2001,8.9226,13.2198
14/08/2001,9.1427,13.2582
15/08/2001,9.1427,13.2582
16/08/2001,9.106,13.4023
17/08/2001,9.1794,13.2966
20/08/2001,8.8309,12.7874
21/08/2001,8.8768,12.922
22/08/2001,8.8951,13.0661
23/08/2001,9.1519,13.4023
24/08/2001,9.2619,13.4696
27/08/2001,9.4912,13.6905
28/08/2001,9.537,13.7866
29/08/2001,9.2894,13.3639
30/08/2001,9.4637,13.556
31/08/2001,9.1335,13.2486
03/09/2001,9.2986,13.6425
04/09/2001,9.1886,13.3735
05/09/2001,9.1244,13.3447
06/09/2001,9.0602,13.2966
07/09/2001,8.7392,12.8451
10/09/2001,8.5925,12.4992
11/09/2001,8.4641,12.4416
12/09/2001,7.5104,11.2022
13/09/2001,7.8497,11.6346
14/09/2001,7.7947,11.5193
17/09/2001,7.0427,10.5681
18/09/2001,7.3545,10.8083
19/09/2001,7.3729,10.8275
20/09/2001,7.1986,10.4721
21/09/2001,6.6943,9.6747
24/09/2001,6.5842,9.2711
25/09/2001,7.1069,10.2127
26/09/2001,7.2353,10.3087
27/09/2001,7.2353,10.4721
28/09/2001,7.7855,10.9044
01/10/2001,7.7672,10.914
02/10/2001,7.4646,10.6258
03/10/2001,7.4921,10.8083
04/10/2001,7.6204,10.9909
05/10/2001,7.6113,11.2791
08/10/2001,7.3362,10.8564
09/10/2001,7.4829,10.7795
10/10/2001,7.5471,10.8371
11/10/2001,8.0514,11.721
12/10/2001,8.0514,11.721
15/10/2001,7.8864,11.7595
16/10/2001,7.8864,11.6153
17/10/2001,8.2257,12.0381
18/10/2001,8.2807,12.1726
19/10/2001,8.3907,12.4032
22/10/2001,8.1523,11.9996
23/10/2001,8.4366,12.432
24/10/2001,8.3999,12.6433
25/10/2001,8.7484,13.1525
26/10/2001,8.5833,12.749
29/10/2001,8.4916,12.6529
30/10/2001,7.8864,11.8171
31/10/2001,7.703,11.721
01/11/2001,7.8314,11.9132
02/11/2001,8.0973,12.1053
